iter	Logloss
467	0.377036096
468	0.3768943488
469	0.3768120479
470	0.376750566
471	0.3766268937
472	0.3766073185
473	0.3764689997
474	0.3764461328
475	0.3763238203
476	0.3762075872
477	0.37618682
478	0.3760857317
479	0.3760015993
480	0.3759400539
481	0.3758535869
482	0.3757597621
483	0.3757460318
484	0.3756875227
485	0.3755809605
486	0.3754509992
487	0.3753718143
488	0.3752642609
489	0.3751358579
490	0.3750301609
491	0.374856691
492	0.3748332567
493	0.3747311618
494	0.3746063056
495	0.3745372398
496	0.3743510824
497	0.374249282
498	0.3742099622
499	0.374066336
500	0.3739992658
501	0.373983624
502	0.3739732263
503	0.373820325
504	0.3737305948
505	0.3735793105
506	0.3735671636
507	0.3734111888
508	0.3733317726
509	0.3732194249
510	0.3730442
511	0.3729750887
512	0.3727829921
513	0.372677995
514	0.3725463567
515	0.3723883859
516	0.3722917279
517	0.3721700875
518	0.3720767415
519	0.3720133842
520	0.372001372
521	0.3719898353
522	0.3719765813
523	0.3718569012
524	0.3717073697
525	0.3715688569
526	0.3714627102
527	0.3713969122
528	0.3713853549
529	0.3712828558
530	0.3712719331
531	0.3711871729
532	0.3711432883
533	0.3710550718
534	0.3709246047
535	0.370851171
536	0.3706877302
537	0.3705298932
538	0.3704378443
539	0.3703594709
540	0.370238861
541	0.3701073518
542	0.3700017122
543	0.3698888504
544	0.3696989336
545	0.3696146714
546	0.3694836599
547	0.3693879943
548	0.3693155024
549	0.369162003
550	0.3690310976
551	0.3689300574
552	0.3688612438
553	0.3686585772
554	0.3685670555
555	0.3684533054
556	0.3683848601
557	0.3682787189
558	0.3682677345
559	0.3681742632
560	0.3680791891
561	0.3680244232
562	0.3679400401
563	0.3678463435
564	0.3677661081
565	0.3676348669
566	0.367520621
567	0.3674032625
568	0.3673291861
569	0.3673183719
570	0.3671851594
571	0.3670762128
572	0.3670238182
573	0.3668894683
574	0.3668097116
575	0.3667456681
576	0.3666534667
577	0.3665661361
578	0.3664123882
579	0.3662111158
580	0.36605921
581	0.3660486845
582	0.3659449061
583	0.3658766369
584	0.3657780382
585	0.3656898229
586	0.3656018476
587	0.365588763
588	0.3653855902
589	0.3652942431
590	0.3651975092
591	0.3651118142
592	0.3650079247
593	0.3649130293
594	0.3647880962
595	0.3646694962
596	0.3645999144
597	0.3644100542
598	0.3642709367
599	0.364156293
600	0.3640643865
601	0.3639816266
602	0.3638368969
603	0.3637419392
604	0.3636138574
605	0.3635252973
606	0.3634650828
607	0.3634533122
608	0.3633218086
609	0.3631776224
610	0.363053909
611	0.3629592569
612	0.3628227726
613	0.3627471959
614	0.3626450386
615	0.3625692105
616	0.3625592869
617	0.3624646601
618	0.3624550406
619	0.3623544016
620	0.3622705487
621	0.3622595361
622	0.3620976728
623	0.3620005522
624	0.3619276306
625	0.3618121365
626	0.3616830628
627	0.3615802586
628	0.361441439
629	0.3613091615
630	0.3611620175
631	0.3611536102
632	0.3610571508
633	0.3608860897
634	0.3607857085
635	0.3607281088
636	0.3605961655
637	0.3604718269
638	0.3603192653
639	0.3602390319
640	0.3601266997
641	0.3600243848
642	0.3599280946
643	0.3598544992
644	0.3597535266
645	0.3596945426
646	0.3595944148
647	0.3595123471
648	0.359405217
649	0.3592850012
650	0.359197577
651	0.3591070097
652	0.3590134699
653	0.3590052556
654	0.3588177117
655	0.358730687
656	0.358641364
657	0.3586332888
658	0.3585127339
659	0.3584595464
660	0.3584517303
661	0.3583641386
662	0.358217686
663	0.3581397645
664	0.3580555172
665	0.3579693256
666	0.3579626651
667	0.3578549133
668	0.3577378201
669	0.3576949233
670	0.357553212
671	0.3574417417
672	0.3573759009
673	0.3573187554
674	0.3572501099
675	0.3571632725
676	0.3570573392
677	0.3569546469
678	0.356878505
679	0.3568420971
680	0.3568346465
681	0.3567073857
682	0.3566064142
683	0.3564740804
684	0.3563502903
685	0.3562758166
686	0.3561655917
687	0.3560977763
688	0.3560161145
689	0.3559047437
690	0.3558390686
691	0.3557153436
692	0.3556171435
693	0.3555436811
694	0.3554635408
695	0.3553905869
696	0.3552993721
697	0.3551941202
698	0.3551534643
699	0.355089254
700	0.3550010786
701	0.3548085183
702	0.3547000539
703	0.3545878197
704	0.3545116134
705	0.3545044229
706	0.3544478185
707	0.354382652
708	0.3543756224
709	0.3542897621
710	0.354136323
711	0.3540753554
712	0.3539679331
713	0.3538960966
714	0.3538082184
715	0.3537461839
716	0.3537401595
717	0.3536446928
718	0.3535433416
719	0.3534511945
720	0.3533826355
721	0.3532864263
722	0.3531832825
723	0.3531140459
724	0.3529997017
725	0.3528867234
726	0.3527626021
727	0.3526666882
728	0.3526607993
729	0.3525780013
730	0.3525040976
731	0.3524126637
732	0.3523305948
733	0.3522653835
734	0.3521858274
735	0.352036089
736	0.3519315425
737	0.3518197326
738	0.3517453574
739	0.3516818889
740	0.3516752704
741	0.3516060077
742	0.3515280413
743	0.3514227921
744	0.3513292811
745	0.3512439586
746	0.3511251431
747	0.3510481118
748	0.3509845729
749	0.3508942866
750	0.3507920808
751	0.3506784969
752	0.350591868
753	0.3505306022
754	0.3504443538
755	0.3503910839
756	0.3503202428
757	0.3503141874
758	0.350243023
759	0.3502019295
760	0.3500926821
761	0.3500197413
762	0.3498997421
763	0.3498934635
764	0.3498295406
765	0.3497139465
766	0.349707291
767	0.3495829731
768	0.3495475046
769	0.3494563607
770	0.3493658314
771	0.3492749644
772	0.3492218076
773	0.3491398674
774	0.3490507709
775	0.348949474
776	0.3488777502
777	0.3488375194
778	0.3487285973
779	0.3486808222
780	0.348622017
781	0.3485237045
782	0.3484670472
783	0.3483890562
784	0.3483318982
785	0.34829708
786	0.3482269431
787	0.3480932016
788	0.3479808859
789	0.3478809087
790	0.3477215634
791	0.3476277984
792	0.3475049787
793	0.3474988962
794	0.3474010462
795	0.3473148247
796	0.347262721
797	0.3472386262
798	0.3471907103
799	0.3470369098
800	0.3469125289
801	0.3469065795
802	0.3468263753
803	0.3468191505
804	0.3467512422
805	0.3466617557
806	0.3466187258
807	0.3466097319
808	0.3465287369
809	0.346440659
810	0.3463620315
811	0.3462477519
812	0.346118032
813	0.3460649026
814	0.3460578299
815	0.3459331766
816	0.3458773741
817	0.3458097266
818	0.3457680738
819	0.3456953848
820	0.3455397861
821	0.3454949736
822	0.3453955207
823	0.3453596723
824	0.3452685336
825	0.3451651544
826	0.3450744635
827	0.3449775664
828	0.3448959806
829	0.3448145382
830	0.3447088578
831	0.3446020945
832	0.3444686116
833	0.3443856851
834	0.3442514877
835	0.3441882524
836	0.3441271329
837	0.3440754359
838	0.3440339099
839	0.3439912998
840	0.3439162162
841	0.3438461854
842	0.3437665644
843	0.3437059923
844	0.3436264585
845	0.3435558329
846	0.3434887038
847	0.3434402887
848	0.3433735932
849	0.3432457802
850	0.3431890675
851	0.3431030276
852	0.3430384571
853	0.3429432737
854	0.3428582688
855	0.3427748766
856	0.3427305764
857	0.3426559657
858	0.3425947515
859	0.3424805707
860	0.3423761575
861	0.3423356264
862	0.3422370912
863	0.3420966195
864	0.3420386915
865	0.3420029738
866	0.3418857613
867	0.3417342078
868	0.3416539667
869	0.341647921
870	0.3416022962
871	0.3414448403
872	0.3413536944
873	0.3412531249
874	0.3410792311
875	0.3409701378
876	0.3408749382
877	0.3407776577
878	0.3407380255
879	0.3407324737
880	0.3406903457
881	0.3406060918
882	0.3405231391
883	0.3403894942
884	0.3403841284
885	0.3403166262
886	0.3403113731
887	0.3402508788
888	0.3401726657
889	0.3400803691
890	0.3400327128
891	0.3399803268
892	0.3399026796
893	0.3397994382
894	0.3397635336
895	0.3397243691
896	0.3396579805
897	0.339625656
898	0.3395238042
899	0.3395186048
900	0.3394461298
901	0.3393226151
902	0.3392624357
903	0.339186522
904	0.3390782194
905	0.3390726753
906	0.3389983667
907	0.3389572569
908	0.3389139186
909	0.3388760655
910	0.3387982461
911	0.3387336517
912	0.3386851307
913	0.338585522
914	0.3384972325
915	0.3383755859
916	0.338285773
917	0.3382253909
918	0.3381038839
919	0.3380173419
920	0.3379379812
921	0.3378016357
922	0.3377768666
923	0.3377154312
924	0.3376737337
925	0.3375911149
926	0.3375267316
927	0.3374329964
928	0.3373927389
929	0.337315044
930	0.3372479565
931	0.3371335653
932	0.337128672
933	0.3370960005
934	0.3369923457
935	0.3369222512
936	0.3368032681
937	0.3367127369
938	0.3366438586
939	0.3366355241
940	0.3366051289
941	0.336477591
942	0.3364470416
943	0.3363444209
944	0.3362930536
945	0.3361921506
946	0.3361707426
947	0.3360439496
948	0.335994813
949	0.3359315955
950	0.3358277131
951	0.3357942647
952	0.3357025005
953	0.3356236711
954	0.3355161462
955	0.3354329375
956	0.3353550354
957	0.3353002845
958	0.3352608438
959	0.3352254391
960	0.3350851772
961	0.3350250618
962	0.335020177
963	0.334962726
964	0.3348596757
965	0.334791298
966	0.3347281763
967	0.3345595546
968	0.3344813412
969	0.3344333205
970	0.3343337853
971	0.3343106976
972	0.3342124629
973	0.3341574964
974	0.3340785902
975	0.3340724167
976	0.3340301033
977	0.3339613356
978	0.3338761752
979	0.3337761108
980	0.3336535016
981	0.3336488025
982	0.3335603121
983	0.3334856151
984	0.3334153434
985	0.3333767479
986	0.3332910559
987	0.3332170136
988	0.3331766774
989	0.333054564
990	0.3330499081
991	0.3329619335
992	0.3329453377
993	0.3328334014
994	0.3328098564
995	0.3327102847
996	0.3326422574
997	0.3326053168
998	0.332541563
999	0.3323936644
